课程,栏目,假名,汉字,释义,词性
第二十四课,授受敬语,さしあげます,差し上げます,给（谦让语）,动词
第二十四课,移动动词,いただきます,いただきます,收到（谦让语）,动词
第二十四课,授受敬语,くださいます,くださいます,给我（尊敬语）,动词
第二十四课,授受敬语,おくります,贈ります,送〔人〕［ひとを～］［人を～］,动词
第二十四课,谦让语,うかがいます,伺います,拜访（谦让语）,动词
第二十四课,移动动词,まいります,参ります,去（谦让语）,动词
第二十四课,谦让语,もうします,申します,说（谦让语）,动词
第二十四课,基本动作,はいけんします,拝見します,看（谦让语）,动词
第二十四课,寒暄语,いらっしゃいます,いらっしゃいます,在/来/去（尊敬语）,动词
第二十四课,尊敬语,おっしゃいます,おっしゃいます,说（尊敬语）,动词
第二十四课,基本动作,めしあがります,召し上がります,吃/喝（尊敬语）,动词
第二十四课,基本动作,ごらんになります,ご覧になります,看（尊敬语）,动词
第二十四课,社交礼仪,ごあいさつ,ご挨拶,问候,名词
第二十四课,社交礼仪,おれい,お礼,感谢,名词
第二十四课,社交礼仪,おわび,お詫び,道歉,名词
第二十四课,社交礼仪,おめでとう,おめでとう,恭喜,感叹词
第二十四课,寒暄语,しつれいしました,失礼しました,失礼了,敬语
第二十四课,商务用语,しゃちょう,社長,社长,名词
第二十四课,商务用语,ぶちょう,部長,部长,名词
第二十四课,商务用语,かちょう,課長,科长,名词
第二十四课,商务用语,せんぱい,先輩,前辈,名词
第二十四课,商务用语,こうはい,後輩,后辈,名词
第二十四课,商务用语,どうりょう,同僚,同事,名词
第二十四课,礼品赠送,おみやげ,お土産,纪念品,名词
第二十四课,礼品赠送,プレゼント,プレゼント,礼物,名词
第二十四课,礼品赠送,はな,花,花,名词
第二十四课,礼品赠送,ケーキ,ケーキ,蛋糕,名词
第二十四课,礼品赠送,おかし,お菓子,点心,名词
第二十四课,正式场合,けっこんしき,結婚式,婚礼,名词
第二十四课,正式场合,そつぎょうしき,卒業式,毕业典礼,名词
第二十四课,正式场合,にゅうがくしき,入学式,入学典礼,名词
第二十四课,时间日期,たんじょうび,誕生日,生日,名词
第二十四课,正式场合,パーティー,パーティー,聚会,名词
第二十四课,寒暄语,ありがとうございました,ありがとうございました,谢谢（过去时）,敬语
第二十四课,感谢表达,おせわになりました,お世話になりました,承蒙关照,敬语
第24课,补充词汇,くれます,くれます,给（我）,动词(1型)
第24课,移动动词,つれていきます,連れて行きます,带（某人）去,动词(1型)
第24课,移动动词,つれてきます,連れて来ます,带（某人）来,动词(1型)
第24课,补充词汇,しょうかいします,紹介します,介绍,动词(1型)
第24课,补充词汇,あんないします,案内します,带路，引路,动词(1型)
第24课,时间日期,せつめいします,説明します,说明,动词(1型)
第24课,补充词汇,いれます,いれます,冲，泡〔咖啡〕［コーヒーを～］,动词(1型)
第24课,数量词,おじいさん／おじいちゃん,おじいさん／おじいちゃん,祖父，老爷爷,数词
第24课,数量词,おばあさん／おばあちゃん,おばあさん／おばあちゃん,祖母，老奶奶,数词
第24课,补充词汇,じゅんび,準備,准备（～します：做准备）,名词
第24课,补充词汇,いみ,意味,意思,名词
第24课,补充词汇,［お］かし,［お］菓子,糕点，点心,时间词
第24课,补充词汇,ぜんぶ,全部,全部,动词(1型)
第24课,时间日期,じぶんで,自分で,自己～,名词
