课程,栏目,假名,汉字,释义,词性
第十九课,经验表达,たことがあります,たことがあります,曾经做过,表达
第十九课,经验表达,たことがありません,たことがありません,没有做过,表达
第十九课,经验表达,けいけん,経験,经验,名词
第十九课,旅行活动,りょこう,旅行,旅行,名词
第十九课,旅行活动,かんこう,観光,观光,名词
第十九课,旅行活动,みもの,見物,参观,名词
第十九课,食物饮品,ホテル,ホテル,酒店,名词
第十九课,旅行活动,りょかん,旅館,旅馆,名词
第十九课,旅行活动,おんせん,温泉,温泉,名词
第十九课,旅行活动,うみ,海,海,名词
第十九课,旅行活动,やま,山,山,名词
第十九课,旅行活动,かわ,川,河,名词
第十九课,食物体验,たべもの,食べ物,食物,名词
第十九课,食物体验,すし,寿司,寿司,名词
第十九课,食物体验,てんぷら,天ぷら,天妇罗,名词
第十九课,食物体验,ラーメン,ラーメン,拉面,名词
第十九课,食物体验,やきとり,焼き鳥,烤鸡肉串,名词
第十九课,国家城市,おこのみやき,お好み焼き,大阪烧,名词
第十九课,时间日期,まつり,祭り,节日,名词
第十九课,文化体验,かぶき,歌舞伎,歌舞伎,名词
第十九课,文化体验,すもう,相撲,相扑,名词
第十九课,食物饮品,ちゃどう,茶道,茶道,名词
第十九课,文化体験,はなみ,花見,赏花,名词
第十九课,交通工具,でんしゃ,電車,电车,名词
第十九课,交通工具,しんかんせん,新幹線,新干线,名词
第十九课,交通工具,ひこうき,飛行機,飞机,名词
第十九课,交通工具,ふね,船,船,名词
第十九课,国家城市,とうきょう,東京,东京,名词
第十九课,国家城市,おおさか,大阪,大阪,名词
第十九课,地点名词,きょうと,京都,京都,名词
第十九课,地点名词,なら,奈良,奈良,名词
第十九课,地点名词,ひろしま,広島,广岛,名词
第十九课,时间表达,いつ,いつ,什么时候,疑问词
第十九课,时间表达,いちど,一度,一次,副词
第十九课,时间表达,にど,二度,两次,副词
第19课,补充词汇,のぼります,登ります,登，爬〔山〕［やまに～］［山に～］,动词(1型)
第19课,补充词汇,とまります,泊まります,住（饭店）［ホテルに～］,动词(1型)
第19课,补充词汇,そうじします,掃除します,打扫,动词(1型)
第19课,补充词汇,せんたくします,洗濯します,洗衣服,动词(1型)
第19课,补充词汇,れんしゅうします,練習します,练习,动词(1型)
第19课,补充词汇,なります,なります,成为,动词(1型)
第19课,形容词,ねむい,眠い,想睡，困,い形容词
第19课,形容词,つよい,強い,强,い形容词
第19课,形容词,よわい,弱い,弱,い形容词
第19课,形容词,ちょうしがいい,調子がいい,情況好,い形容词
第19课,形容词,ちょうしがわるい,調子が悪い,情況差,い形容词
第19课,补充词汇,ちょうし,調子,情况，状态,名词
第19课,补充词汇,ゴルフ,ゴルフ,高尔夫球（～をします：打高尔夫球）,外来词
第19课,补充词汇,パチンコ,パチンコ,小钢珠（～をします：打小钢珠）,外来词
第19课,食物饮品,おちゃ,お茶,茶道,名词
第19课,时间日期,ひ,日,日，日子,时间词
第19课,数量词,いちども,一度も,连一次也（表否定）,数词
第19课,补充词汇,だんだん,だんだん,逐渐,名词
第19课,补充词汇,もうすぐ,もうすぐ,马上,动词(1型)
第19课,形容词,おかげさまで,おかげさまで,托您的福（略带感谢意思的客气说法）,な形容词
